DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
;;AGFA Agfacolor CN17M ASA 40;Only in 120 rolls and Rapid cassette for US;Agfa Gevaert AG;;Made in Germany;1963;1964;;0;
;;AGFA Agfacolor CN17U;;Agfa Gevaert AG;;Made in Germany;1974 ?;;;0;AgfaCN17.jpg
;;AGFA Agfacolor CNS ISO 80;;Agfa-Gevaert;;;1968;~1973 ?;;0;AgfacolorCNS.jpg
;;AGFA Agfacolor CNS100;Only in South Africa as test market;Agfa-Gevaert;;;1981;1982;;0;
;;AGFA Agfacolor CNS2 ISO 80;Improved CNS;Agfa-Gevaert;;;1975;1982;;0;AgfacolorCNS2.jpg
;;AGFA Agfacolor CNS400;First full C-41 compatible Agfacolor film;Agfa-Gevaert;;Made in Germany;1978;1983;;0;AgfacolorCNS400.jpg
;;AGFA Agfacolor CT planfilm;Precursor to Agfachrome 50 S;Agfa-Gevaert;;;1962;1969;;0;
;;AGFA Agfacolor CT-P Professional CTP Reversal;;Agfa-Gevaert;;;1965;1969;;0;AgfacolorCTP.jpg
;;AGFA Agfacolor CT18 Slide ASA 50;Was CUT18;Agfa-Gevaert;;;1958;1978;;0;AgfacolorCT18slide.jpg
;;AGFA Agfacolor CT21 Slide;Became Agfachrome in 1978;Agfa-Gevaert;;;1974;1978;;0;AgfacolorCT21.jpg
;;Agfa Agfacolor CUK / CUT;16 mm ?;Farbenfabriken Bayer AG, dept. Agfa Photoverkauf, Leverkusen;;;1951;1957;;0;
;;AGFA Agfacolor CUT18 Slide;Renamed CT18;Agfa-Gevaert;;;1957;1958;;0;
;;Agfa Agfacolor DIMAX ISO 200;For the digital Agfa MSP DIMAX Printer...;;;;2000;2001;;0;
0705;007050;AGFA Agfacolor Futura 100;Only APS format ??;;;;;;;0;
0708;007080;AGFA Agfacolor Futura 200;Only APS format ??;;;;;;;0;
0713;007130;AGFA Agfacolor Futura 400;Only APS format ??;;;;;;;0;
0709;007090;AGFA Agfacolor Futura II 100;Only APS format ??;;;;;;;0;
0710;007100;AGFA Agfacolor Futura II 200;Only APS format ??;;;;;;;0;
0714;007140;AGFA Agfacolor Futura II 400;Only APS format ??;;;;;;;0;
0284;002840;AGFA AGFACOLOR HDC100;;;;;1994;1998;;0;AgfaColorHDC100.jpg
1809;018090;AGFA AGFACOLOR HDC100 Plus;Replaced by Vista line;;;;1998;2000;;0;AgfaColorHDCplus100.jpg
1810;018107;AGFA AGFACOLOR HDC100 Plus;Replaced by Vista line;;;;1998;2000;;0;AgfaColorHDCplus100.jpg
0278;002780;AGFA AGFACOLOR HDC200;;;;;1994;1998;;0;AgfaColorHDC200.jpg
1812;018120;AGFA AGFACOLOR HDC200 Plus;Replaced by Vista line;;;;1998;2000;;0;AgfaColorHDCplus200.jpg
0283;002830;AGFA AGFACOLOR HDC200 Plus-2;Replaced by Vista line;;;;1998 ?;2000;;0;
1811;018110;AGFA AGFACOLOR HDC200 Plus-2;Replaced by Vista line;;;;1998 ?;2000;;0;
0280;002800;AGFA AGFACOLOR HDC400;;;;;1994;1998;;0;AgfaColorHDC400.jpg
1817;018170;"AGFA AGFACOLOR HDC400 Plus (or ""2""?)";Replaced by Vista line;Agfa Gevaert AG;;Made in Germany;1998;;;0;AgfaColorHDCplus400.jpg
;;Agfa Agfacolor L;;Farbenfabriken Bayer AG, dept. Agfa Photoverkauf, Leverkusen;;;1951;~1954;;0;
;;AGFA AGFACOLOR Mini XRC 100;;;;;;;;0;
;;AGFA Agfacolor N100S Professional;Fujicolor F-II Professional Type S (C-41);Fujifilm;3;;1981;1983;Agfa;0;
;;AGFA Agfacolor N80L Professional;Fujicolor F-II Professional Type L (C-41);Fujifilm;3;;1981;1984;Agfa;0;AgfacolorN80L.jpg
;;Agfa Agfacolor Negative;;Farbenfabriken Bayer AG, dept. Agfa Photoverkauf, Leverkusen;;;1951;1952;;0;
;;AGFA Agfacolor negative Kinefilm Motion Picture;;;;Made in Germany;1939;1941;;0;
;;AGFA Agfacolor Negative type 3 (CN3) ;;Agfa AG, Leverkusen, Bayerwerk;;;1955;1964;;0;
;;AGFA Agfacolor Negative type 4 (CN4) ;;Agfa AG, Leverkusen, Bayerwerk;;;1960;1964;;0;
;;AGFA Agfacolor Negative type 5 (CN5);;Agfa AG, Leverkusen, Bayerwerk;;;1964;1968;;0;
;;AGFA Agfacolor negative type B #typeB;;IG Farbenindustrie (Filmfabrik Wolfen);;Made in Germany;1941;1942;;0;AgfaColorTypB.jpg
;;AGFA Agfacolor negative type B afterwar #typeB;;Agfa Filmfabrik Wolfen ?;;Made in Germany;1947;1949;;0;AgfaColorTypB.jpg
;;AGFA Agfacolor Negative type B2 ;;VEB Filmfabrik Agfa Wolfen (Orwo);;Germany / GDR;1941;1947;;0;
;;AGFA Agfacolor negative type G #typeG;;IG Farbenindustrie (Filmfabrik Wolfen);;Made in Germany;1941;1942;;0;
;;AGFA Agfacolor negative type G afterwar #typeG;;Agfa Filmfabrik Wolfen ?;;Made in Germany;1947;1949;;0;
;;AGFA Agfacolor negative type G2 #typeG2;;IG Farbenindustrie (Filmfabrik Wolfen);;Made in Germany;1941;1945;;0;
;;AGFA Agfacolor negative type K #typeK TypK;;;;Made in Germany;1956;1964;;0;
;;AGFA Agfacolor negative type K afterwar #typeK TypK;;;;Made in Germany;1948;1958;;0;
;;AGFA Agfacolor negative type T #typeT;;;;Made in Germany;1948;1955;;0;
;;AGFA Agfacolor Negative Ultra T NT17;;;;Made in Germany;1954;1964;;0;AgfaColorUltraT.jpg
;;Agfa Agfacolor Negative, type 2 ;;Farbenfabriken Bayer AG, dept. Agfa Photoverkauf, Leverkusen;;;1952;1955;;0;
;;AGFA Agfacolor Neu / Agfacolor - Chromogenic monopack, reversal ;;Agfa, Filmfabrik Wolfen;;;1936;1939;;0;
;;AGFA Agfacolor Neu / Agfacolor – Negative/positive process;;Agfa, Filmfabrik Wolfen;;;1939;;;0;
;;AGFA Agfacolor Neu reversal;;;;;1936;;;0;
0798;007983;AGFA AGFACOLOR OPTIMA 100 ;Improved (re-rated) Optima 125;Agfa Gevaert AG;;;1995;2002;;0;AgfaOptima100.jpg
0796;007960;AGFA AGFACOLOR OPTIMA 100 Professional;;Agfa Gevaert AG;;;2002;2005;;0;AgfaOptima100.jpg
0787;007870;AGFA AGFACOLOR OPTIMA 100-3 Professional;;Agfa Gevaert AG;;;2002;2005;;0;
0738;007380;AGFA Agfacolor Optima 100-N;;Agfa Gevaert AG;;;;;;0;
0274;002740;AGFA AGFACOLOR Optima 125 Professional;;Agfa Gevaert AG;;;1991;1994;;0;
0276;002760;AGFA AGFACOLOR OPTIMA 200;;Agfa Gevaert AG;;;1992;2002 ?;;0;AgfaOptima200.jpg
0277;002770;AGFA AGFACOLOR OPTIMA 200;;Agfa Gevaert AG;;;1992;2002 ?;;0;AgfaOptima200.jpg
0799;007990;AGFA AGFACOLOR OPTIMA 200;;Agfa Gevaert AG;;;1992;2002 ?;;0;AgfaOptima200.jpg
0789;007890;AGFA AGFACOLOR OPTIMA 200 Professional;Similar to XRG200 ?;Agfa Gevaert AG;;;2002;2005;;0;AgfaOptima200.jpg
0739;007390;AGFA Agfacolor Optima 200-N;;;;;;;;0;
0794;007944;AGFA AGFACOLOR OPTIMA 400;;;;;;;;0;AgfaOptima400.jpg
0791;007910;AGFA AGFACOLOR OPTIMA 400 Professional;;;;;~1994;2002 ?;;0;AgfaOptima400first94.jpg
0792;007920;AGFA AGFACOLOR OPTIMA 400 Professional;;;;;2002;2005;;0;AgfaOptima400.jpg
0740;007400;AGFA Agfacolor Optima 400-N;;;;;;;;0;
0785;007850;AGFA AGFACOLOR OPTIMA II 100 Professional #OPTIMA2 OptimaII;;Agfa Gevaert AG;;;1998;2002;;0;AgfaOptima2-100.jpg
0788;007880;AGFA AGFACOLOR OPTIMA II 200 Professional #OPTIMA2 OptimaII;;;;;1998;2002;;0;AgfaOptima2-200.jpg
0795;007950;AGFA AGFACOLOR OPTIMA II 200 Professional #OPTIMA2 OptimaII;;Agfa Gevaert AG;;;1998;2002;;0;AgfaOptima2-200.jpg
0797;007970;AGFA AGFACOLOR OPTIMA II 200 Professional #OPTIMA2 OptimaII;;;;;1998;2002;;0;AgfaOptima2-200.jpg
0793;007930;AGFA AGFACOLOR OPTIMA II 400 Professional #OPTIMA2 OptimaII;;;;;1998;2002;;0;AgfaOptima2-400.jpg
0274;002740;AGFA AGFACOLOR Portrait 160 Professional (Code XPS) Portrait160;Successor of Portrait XPS, or same film ?;;;;1997;2005;;0;AgfaPortrait160.jpg
;;AGFA Agfacolor Positiv Typ 5;;VEB Filmfabrik Wolfen ;;;1954;;;0;
;;AGFA Agfacolor Professional Type F;Improved Agfacolor CNS;Agfa Gaveart;;;~1971;;;0;
;;AGFA Agfacolor Professional Type L;Improved Agfacolor CNS;Agfa Gaveart;;;~1971;;;0;
;;AGFA Agfacolor S Umkehr-Kopierfilm #copyfilm;;;;Made in Germany;;;;0;
;;AGFA Agfacolor Slide (first version – 1938);;;;Made in Germany;1938;1948;;0;
;;AGFA Agfacolor Slide Typ K #typeK;;;;Made in Germany;1938;1948;;0;
;;AGFA Agfacolor Special;First double layers amateur film from Agfa Leverkusen;;;Made in Germany;1968;1969;;0;AgfaColorSpecial.jpg
;;AGFA Agfacolor Special (Improved) CNS;Agfacolor Special with improved gradation;;;Made in Germany;1971;1973;;0;AgfaColorSpecial.jpg
;;Agfa Agfacolor T Umkehr-Film ;;;;Made in Germany;1954;1964;;0;AgfaColorT.jpg
0737;007374;AGFA Agfacolor Ultra 100 ultracolor;"""For ultra high color saturation"".";Agfa Gevaert AG;;Made in Germany;2002;~2005;;0;AgfaUltracolor100.jpg
0275;002750;AGFA AGFACOLOR ULTRA 50 Professional ultracolor;"""For ultra high color saturation"". ";Agfa Gevaert AG;;Made in Germany;1990;1998;;0;AgfaColorUltra50.jpg
;;AGFA Agfacolor Umkehr Negative Ultra K NK17;;;;Made in Germany;1958;1964;;0;AgfacolorUltraK.jpg
;;AGFA Agfacolor Umkehr-Ultra T Slide UT16;;;;Made in Germany;1954;1964;;0;AgfaColorUltraTslide.jpg
1813;018130;AGFA AGFACOLOR Vista 100;Not the same film as AgfaPhoto Vista…;Agfa Gevaert AG;;Made in Germany;2000;2005;;0;AgfaVista100.jpg
1819;018190;AGFA Agfacolor Vista 100-N New;;Agfa Gevaert AG;;;;2005 ?;;0;AgfaNewVista100.jpg
1814;018140;AGFA AGFACOLOR Vista 200;Not the same film as AgfaPhoto Vista…;Agfa Gevaert AG;;Made in Germany;2000;2005;;0;AgfaVista200.jpg
1820;018204;AGFA AGFACOLOR Vista 200 ;Not the same film as AgfaPhoto Vista…;Agfa Gevaert AG;;Made in Germany;2000;2005;;0;AgfaVista200.jpg
1821;018214;AGFA AGFACOLOR Vista 200 ;Not the same film as AgfaPhoto Vista…;Agfa Gevaert AG;;Made in Germany;2000;2005;;0;AgfaVista200.jpg
1814;;AGFA AGFACOLOR Vista 200 Spider Pack #spiderman;Promotionnal pack with spiderman;Agfa Gevaert AG;;Made in Germany;~2004;~2004;;0;AgfaVistaSpiderman.jpg
1820;018200;AGFA Agfacolor Vista 200-N New;Not the same film as AgfaPhoto Vista…;Agfa Gevaert AG;;;2000;2005;;0;AgfaNewVista200.jpg
1818;018180;AGFA AGFACOLOR Vista 400;Not the same film as AgfaPhoto Vista…;Agfa Gevaert AG;;Made in Germany;2000;2005;;0;AgfaVista400.jpg
1818;;AGFA AGFACOLOR Vista 400 – Film conditionné pour la gendarmerie nationale;Film for the french gendarmerie;Agfa Gevaert AG;;Made in Germany;2000;2005;Gendarmerie nationale, Fr;0;AgfaVista400gendarmerie.jpg
1821;018210;AGFA Agfacolor Vista 400-N New;Not the same film as AgfaPhoto Vista…;Agfa Gevaert AG;;;;2005 ?;;0;AgfaVista400.jpg
1815;018150;AGFA AGFACOLOR Vista 800;Agfa's first ISO 800 color-negative film;Agfa Gevaert AG;;Made in Germany;2001;2005;;0;AgfaVista800.jpg
1816;018160;AGFA Agfacolor Vista 800-N New;;Agfa Gevaert AG;;;2001;2005;;0;AgfaVista800.jpg
0786;007860;AGFA AGFACOLOR XPS160 Portrait Professional;;Agfa Gevaert AG;;;~1990 ?;~1995 ?;;0;AgfaPortraitXPS160.jpg
0272;002723;AGFA AGFACOLOR XR100;;;;;1984;~1996 ?;;0;AgfaXR100.jpg
0272;002723;AGFA AGFACOLOR XR100i;;;;;1996;1988;;0;AgfaXR100i.jpg
0272;002727;AGFA AGFACOLOR XR100i Maxi;24+3 exp.;;;;1996;1988;;0;
0272;002722;AGFA AGFACOLOR XR100i Mini;15 exp.;;;;1996;1988;;0;
0485;004850;AGFA AGFACOLOR XR200;;;;;1984;~1996 ?;;0;AgfaColorXR200.jpg
0784;007840;AGFA AGFACOLOR XR200;;;;;1984;~1996 ?;;0;AgfaColorXR200.jpg
;;AGFA AGFACOLOR XR200i;Only 110, 146 and Rapid format...;;;;1986;1988;;0;
;;AGFA AGFACOLOR XR400;;;;;1984;~1996 ?;;0;AgfaColorXR400.jpg
0273;002730;AGFA AGFACOLOR XRC100;;;;;1988;1989 ?;;0;
;;AGFA AGFACOLOR XRC100 Maxi;25 % more color saturation, 20 % more sharpness and 3 extra shos (27 exp);;;;1989;;;0;AgfaXRC100maxi.jpg
;;AGFA AGFACOLOR XRC200;;;;;1988;;;0;
;;AGFA AGFACOLOR XRC400;;;;;1989;;;0;AgfaXRC400.jpg
0273;002730;AGFA AGFACOLOR XRG100;;;;;;;;0;AgfacolorXRG100.jpg
0274;002740;AGFA AGFACOLOR XRG100;;;;;;;;0;AgfacolorXRG100.jpg
1843;018433;AGFA AGFACOLOR XRG100;Also sold as cheap Perutz SC 100-3 Color (Same DX number);Agfa Gaevert AG;;Made in Germany;1989;1994;;0;AgfacolorXRG100.jpg
0274;002748;AGFA AgfaColor XRG100 Maxi;24+3 exp.;Agfa Gaevert AG;;Made in Germany;1989;1994;;0;AgfaColorXRG100maxi.jpg
1843;018437;AGFA AgfaColor XRG100 Maxi;24+3 exp. Also sold as cheap Perutz SC 100-3 Color (Same DX number);Agfa Gaevert AG;;Made in Germany;1989;1994;;0;AgfaColorXRG100maxi.jpg
0275;002750;AGFA AGFACOLOR XRG200;;Agfa-Gevaert AG;;;1989;1991;;0;AgfaXRG200.jpg
0276;002760;AGFA AGFACOLOR XRG200;;Agfa-Gevaert AG;;;1989;1991;;0;AgfaXRG200.jpg
0277;002778;AGFA AGFACOLOR XRG200;;Agfa-Gevaert AG;;;1989;1991;;0;AgfaXRG200.jpg
0756;007564;AGFA AGFACOLOR XRG200;Agfacolor 200-N improved ?;Agfa-Gevaert AG;2;;1989;1994;;0;AgfaXRG200.jpg
1845;018454;AGFA AGFACOLOR XRG200;;Agfa-Gevaert AG;;Made in Germany;1989;1991 ?;;0;AgfaXRG200.jpg
0285;002850;AGFA AGFACOLOR XRG200 (improved);;Agfa-Gevaert AG;;;1991;1994;;0;AgfaColorXRG200.jpg
0753;007534;AGFA AGFACOLOR XRG200 (improved);;Agfa-Gevaert AG;;;1991;1994;;0;AgfaXRG200.jpg
0287;002870;AGFA AGFACOLOR XRG200-2 XRG2;;Agfa-Gevaert AG;;;end of 90’s ??;;;0;
0279;002790;AGFA AGFACOLOR XRG400;;Agfa-Gevaert AG;;Made in Germany;1989;1994;;0;AgfaXRG400.jpg
0273;;AGFA Agfacolor XRS100 Professional;;;;;~1984;1989;;0;AgfaXRS100.jpg
0273;002730;AGFA Agfacolor XRS100 Professional Gen. 2 (Improved with XRC emulsion technology);;;;;1989;1996 ?;;0;
0282;002820;AGFA AGFACOLOR XRS1000 Professional Gen. 2 (Improved with XRC emulsion technology) XRS 1000;;;;;1985;1989;;0;AgfaColorXRS1000.jpg
1840;018400;AGFA AGFACOLOR XRS1000 Professional XRS 1000;;;;;1984;1985;;0;AgfaColorXRS1000.jpg
0273;;AGFA Agfacolor XRS100LC Professional;Predecessor of Portrait 160 Professional;;;;1989;1990;;0;AgfaXRS100LC.jpg
0276;002760;AGFA AGFACOLOR XRS200;;Agfa-Gevaert AG;;;1989;1991;;0;AgfaXRS200.jpg
0785;007850;AGFA Agfacolor XRS200 Professional #200XRS;;;;;~1984;1989;;0;AgfaXRS200.jpg
0788;007880;AGFA Agfacolor XRS200 Professional Gen. 2 (Improved with XRC emulsion technology) #200XRS;;;;;1989;1992;;0;AgfaXRS400new.jpg
0279;002790;AGFA Agfacolor XRS400 #400XRS;;;;;1984;1985 ?;;0;
1808;018080;AGFA Agfacolor XRS400 Professional #400XRS;;;;;1985 ?;1989;;0;AgfaXRS400.jpg
0791;007910;AGFA Agfacolor XRS400 Professional Gen. 2 (Improved with XRC emulsion technology) #400XRS;;;;;1989;1994;;0;AgfaXRS400new.jpg
;;Agfa Agfacontour Professional;Copy film. Only sheet format ? For astronmy or psychedelic effects :);Agfa-Gevaert;;Made in Germany;1970;;;0;Agfacontour.jpg
0020;000204;AGFA AGFAORTHO 25 Professional;;Agfa-Gevaert AG;;Made in Germany;Earley 80’s ?;End of 80’s ?;;0;AgfaOtho25.jpg
0020;;AGFA AGFAORTHO 25 Professional (non-DX coded);;Agfa-Gevaert AG;;Made in Germany;60’s ?;Earley 80’s ?;;0;AgfaOrtho25First.jpg
;;Agfa Agfapan 100 Professional;Precursor of APX;;;;~1968;~1989;;0;Agfapan100.jpg
;;Agfa Agfapan 1000 Professional;Replacement of Isopan Record;;;;1969;~1989;;0;AgfaPan1000.jpg
;;Agfa Agfapan 200 Professional ;Precursor of APX;;;;~1968;~1989;;0;
;;Agfa Agfapan 25 Professional ;Precursor of APX;;;;~1968;~1989;;0;Agfapan25.jpg
;;Agfa Agfapan 250 – 250D/200 T;Motion picture film;;;;60’s ??;1993 ?;;0;
;;Agfa Agfapan 400 Professional ;Precursor of APX;;;;~1968 ?;~1989 ?;;0;AgfaPan400.jpg
;;Agfa Agfapan AP 100;;Agfa AG;;Made in Germany;~1966 ?;~1968;;0;AgfapanAsa200.jpg
;;Agfa Agfapan AP 200;;Agfa AG;;Made in Germany;~1966 ?;~1968;;0;AgfapanAsa200.jpg
;;Agfa Agfapan AP 25;;Agfa AG;;Made in Germany;~1966 ?;~1968;;0;AgfapanAsa200.jpg
;;Agfa Agfapan AP 400;;Agfa AG;;Made in Germany;~1966 ?;~1968;;0;AgfapanAsa200.jpg
;;Agfa AGFAPAN ASP 400S Traffic film #ASP400S surveillance;Same as Aviphot ASP 400S for surveillance, in 35mm can;Agfa-Gevaert NV;;Made in Belgium;80's ?;;;1;Agfa400Strafic.jpg
;;Agfa AGFAPAN S400 Surveillance film #400S Traffic;;Agfa-Gevaert AG;;Made in Germany;80's ?;;;0;AgfaPanS400.jpg
;;Agfa AGFAPAN Vario XL ISO 125→1600 (B&W C-41) Vario-XL;;Agfa-Gevaert;;Made in Germany;1980;~1986 ?;;0;AgfapanVarioXL.jpg
;;Agfa Agfatrans Display Film (EP-2);Display film;Agfa-Gevaert;;;1989;;;0;
;;Agfa Alliance Digidot HND;Panchromatic film for dot applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Digidot HNM;Panchromatic film for dot applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Digidot I-FR;Panchromatic film for dot applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Digidot I-FR7M;Panchromatic film for dot applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Digidot I-FRM;Panchromatic film for dot applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Recording HND;Panchromatic film for photomechanical-reproduction applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Recording HNM;Panchromatic film for photomechanical-reproduction applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Recording HNmm;Panchromatic film for photomechanical-reproduction applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Recording HNS;Panchromatic film for photomechanical-reproduction applications;Agfa-Gevaert;;;;;;1;AgfaAllianceRecordHNS.jpg
;;Agfa Alliance Recording HNU;Panchromatic film for photomechanical-reproduction applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Recording HS;Panchromatic film for photomechanical-reproduction applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Recording IR;Panchromatic film for photomechanical-reproduction applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Recording IRm;Panchromatic film for photomechanical-reproduction applications;Agfa-Gevaert;;;;;;1;
;;Agfa Alliance Recording LD;Panchromatic film for photomechanical-reproduction applications;Agfa-Gevaert;;;;;;1;
;;Agfa Ansco Commercial Panchromatic Clear Film;Sheet, copy film;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Commercial Panchromatic Matte Film;Sheet, copy film;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Direct Copy Film;Sheet, copy film;Agfa-Ansco Corporation;;Made In USA;~1938;;;0;
;;Agfa Ansco Minipan Film;Bulk 35mm, for microcopying;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Minipositive Film;Bulk 35mm, for positive copy of Minipan film;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Panorama Film;Plenachrome film, size adapted for use in Cirkut panoramic camera;Agfa-Ansco Corporation;;Made In USA;~20’s ??;;;0;
;;Agfa Ansco Printon;For photo-offset lithography;Agfa-Ansco Corporation;;Made In USA;30’s;;;0;
;;Agfa Ansco Process Film;Sheet, copy film with increased contrast;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Reprolith;For line and screen negatives;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Reprolith Otho thin base;For line and screen negatives;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Reprolith Othochromatic;For line and screen negatives;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Reprolith Panchromatic;For line and screen negatives;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Reprolith thin base;For line and screen negatives;Agfa-Ansco Corporation;;Made In USA;~30’s ?;;;0;
;;Agfa Ansco Superpan Supreme;;Agfa-Ansco Corporation;;Made In USA;~1928;;;0;AgfaAnscoSuperpanSup.jpg
0023;000234;AGFA APX 100 Professional #APX100 not AGFAPAN;Original by Agfa, improved APX emulsion (?) and new box. Not the same film as AgfaPhoto APX. ;;;Made in Germany;2002 ?;2004;;0;APX100Agfa.jpg
0023;000234;AGFA APX 100 Professional AGFAPAN #APX100 ;Original by Agfa, improved Agfapan 100. Not the same film as AgfaPhoto APX. ;;;Made in Germany;1989;2002 ?;;0;APX100Agfaoriginal.jpg
;;Agfa APX 200s;Surveillance film. Only bulk roll ?;AGFA-GEVAERT AG;;Made In Germany;;;;0;AgfaAPX200s.jpg
0022;000224;AGFA APX 25 Professional #APX25 AGFAPAN;Improved Agfapan 25;;;Made in Germany;1989;~2000;;0;APX25Agfa.jpg
0019;000190;AGFA APX 400 Professional (New Generation) #APX400 AGFAPAN;Improved APX 400 by Agfa. Not the same film as AgfaPhoto APX;;;Made in Germany;2003;2005;;0;APX400Agfa.jpg
0019;000190;AGFA APX 400 Professional #APX400 AGFAPAN;Original by Agfa. Not the same film as AgfaPhoto APX;;;Made in Germany;1989;2003;;0;APX400Agfa.jpg
;;Agfa APX 400s;Surveillance film. Only bulk roll ?;AGFA-GEVAERT AG;;Made In Germany;;;;0;
;;Agfa ASP 400X PE1 / PE0;Only in bulk roll. Panchromatic negative maskless colour film with high colour saturation, designed for traffic surveillance;Agfa;;;;;;0;
;;Agfa Astro Panchromatic;Astro plates;Agfa ;;;Pre-WW2;;;0;
;;Agfa Astro unsensibilized;Astro plates;Agfa ;;;Pre-WW2;;;0;
;;Agfa Aviphot ASP 400S PE1 / PE0;Only in bulk roll. Aviphot Pan 400 S : Panchromatic halftone aerial negative film with near IR sensitivity;Agfa-Gevaert NV;4;Made in Belgium;;;;2;
;;Agfa Aviphot Chrome colour reversal 200 PE1;Only in 24cm bulk roll. Aerial film derivated from Agfachrome RSXII, ISO 200, Processed in AP 44 or E6 ;Agfa-Gevaert NV;;Made in Belgium;;~2015;;0;
;;Agfa Aviphot Chrome CT;Aerial film, process CU;Agfa-Gevaert;;Made in Belgium;;70’s ??;;0;
;;Agfa Aviphot Color CN;Aerial film, process CN;Agfa-Gevaert;;Made in Belgium;;70’s ??;;0;
;;Agfa Aviphot Color Negative N400 PE1;Only in 70mm or more bulk roll. Aerial film, panchromatic ISO 400, Processed in AP 70 (or C-41) ;Agfa-Gevaert NV;;Made in Belgium;;;;0;AgfaAviphotColorN400.jpg
;;Agfa Aviphot Color Negative N800 PE1;Only in 70mm or more bulk roll. Aerial film, panchromatic ISO 800, Processed in AP 70 (or C-41) ;Agfa-Gevaert NV;;Made in Belgium;;;;0;
;;Agfa Aviphot Color Negative X100 PE1;Only in 70mm or more bulk roll. Aerial film, maskless ISO 100, Processed in AP 70 (or C-41) ;Agfa-Gevaert NV;;Made in Belgium;;~2015;;0;
;;Agfa Aviphot Color Negative X400 PE1;Only in 70mm or more bulk roll. Aerial film,maskless panchromatic ISO 400, Processed in AP 70 (or C-41) ;Agfa-Gevaert NV;;Made in Belgium;;;;0;
;;Agfa Aviphot Pan 20 PE0;Only in bulk roll. Aerial film;Agfa-Gevaert NV;;Made in Belgium;;;;2;
;;Agfa Aviphot Pan 200 PE0;Only in bulk roll. Aerial film;Agfa-Gevaert NV;;Made in Belgium;;;;2;
;;Agfa Aviphot Pan 200 PE0-AR;Only in bulk roll. Aerial film;Agfa-Gevaert NV;;Made in Belgium;;;;2;
;;Agfa Aviphot Pan 200 PE1;Only in bulk roll. Aerial film;Agfa-Gevaert NV;;Made in Belgium;;;;2;AviphotPan200PE1.jpg
;;Agfa Aviphot Pan 40 PE0;Only in bulk roll. Aerial film;Agfa-Gevaert NV;;Made in Belgium;;;;2;
;;Agfa Aviphot Pan 400S PE0;Only in bulk roll. Aerial film;Agfa-Gevaert NV;;Made in Belgium;;;;0;
;;Agfa Aviphot Pan 400S PE1;Only in bulk roll. Aerial film;Agfa-Gevaert NV;;Made in Belgium;;;;0;
;;Agfa Aviphot Pan 80 PE0;Only in bulk roll. Aerial film;Agfa-Gevaert NV;;Made in Belgium;;;;2;
;;Agfa Aviphot Pan 80 PE1;Only in bulk roll. Aerial film;Agfa-Gevaert NV;;Made in Belgium;;;;2;
;;Agfa Avitone CP70;Negative Colour Copying film with medium color saturation;Agfa-Gevaert NV;;Made in Belgium;;;;0;
;;Agfa Avitone CP94;Negative Colour Copying film with high color saturation;Agfa-Gevaert NV;;Made in Belgium;;;;0;
;;Agfa Avitone Negative P1p;Only in bulk roll, 0.1mm. orthochromatic continuous tone duplicating films;Agfa-Gevaert NV;;Made in Belgium;;;;0;
;;Agfa Avitone Negative P3p;Only in bulk roll & sheets ?;Agfa;;;;;;0;AvitoneP3p.jpg
;;Agfa Avitone P1p-HR;Only in bulk roll, 0.1mm. Microfiche grain film suitable for copying high altitude films;Agfa-Gevaert NV;;Made in Belgium;;;;2;
;;Agfa Avitone P3p-HR;Only in bulk roll, 0.3mm. Microfiche grain film suitable for copying high altitude films;Agfa-Gevaert NV;;Made in Belgium;;;;2;
;;Agfa Avitone PD1p-OS;Only in bulk roll & sheets, 0.1mm. Orthochromatic continuous tone diapositive film suitable for copying medium to fine grain recording films;Agfa-Gevaert NV;;Made in Belgium;;;;2;
